index,time,SWE_monthly,Seasonal_Year,SWE_1mo,month,Gringorten_p,SWEI,station_id,lon,lat,Elevation_Category
207,2006-05-01,1636.922851125,2005,1636.922851125,5,0.12601994560290117,-1.145408711817518,1,-116.138,51.3346,2000_2500m
208,2006-10-01,151.37652585156,2006,151.37652585156,10,0.17135086128739802,-0.9488405343440052,1,-116.138,51.3346,2000_2500m
209,2006-11-01,1782.414062,2006,1782.414062,11,0.8059836808703537,0.8631906779003945,1,-116.138,51.3346,2000_2500m
210,2006-12-01,3302.375,2006,3302.375,12,0.8513145965548505,1.0420881611080308,1,-116.138,51.3346,2000_2500m
211,2007-01-01,4796.75,2006,4796.75,1,0.8513145965548505,1.0420881611080308,1,-116.138,51.3346,2000_2500m
212,2007-02-01,5424.375,2006,5424.375,2,0.7606527651858569,0.7084039025865259,1,-116.138,51.3346,2000_2500m
213,2007-03-01,7129.77246,2006,7129.77246,3,0.7379873073436084,0.6371526981050468,1,-116.138,51.3346,2000_2500m
214,2007-04-01,7069.85547,2006,7069.85547,4,0.6699909338168631,0.4398881313909657,1,-116.138,51.3346,2000_2500m
215,2007-05-01,4655.59473,2006,4655.59473,5,0.443336355394379,-0.14251565992903922,1,-116.138,51.3346,2000_2500m
216,2007-10-01,598.271362,2007,598.271362,10,0.7606527651858569,0.7084039025865259,1,-116.138,51.3346,2000_2500m
217,2007-11-01,1154.25,2007,1154.25,11,0.3980054397098821,-0.2585131786442004,1,-116.138,51.3346,2000_2500m
218,2007-12-01,2357.125244,2007,2357.125244,12,0.3980054397098821,-0.2585131786442004,1,-116.138,51.3346,2000_2500m
219,2008-01-01,3841.875,2007,3841.875,1,0.5113327289211242,0.028410760338111435,1,-116.138,51.3346,2000_2500m
