Elevation_Category,Seasonal_Year,month,SWEI,ENSO,Year,Month
1000_1500m,1980,1,-1.584789997172284,-0.36,1981,1
1000_1500m,1980,2,-0.7694478818480536,-0.64,1981,2
1000_1500m,1980,3,-1.3071014477571696,-0.64,1981,3
1000_1500m,1980,4,-0.9945432244282004,-0.53,1981,4
1000_1500m,1980,5,1.2405530055566294,-0.57,1981,5
1000_1500m,1980,10,-0.10480056887583748,-0.26,1980,10
1000_1500m,1980,11,-0.37638714448913746,-0.1,1980,11
1000_1500m,1980,12,0.79895066141448,0.05,1980,12
1000_1500m,1981,1,0.37487706456306863,0.13,1982,1
1000_1500m,1981,2,1.0709141387690786,-0.17,1982,2
1000_1500m,1981,3,0.276102852231058,0.13,1982,3
1000_1500m,1981,4,1.0091993414282832,0.21,1982,4
1000_1500m,1981,5,0.5915559102894847,0.45,1982,5
1000_1500m,1981,10,-0.15648563713409486,-0.3,1981,10
1000_1500m,1981,11,-0.6463992603901457,-0.41,1981,11
1000_1500m,1981,12,-0.8329300930446357,-0.2,1981,12
1000_1500m,1982,1,-0.5485796220163169,2.35,1983,1
1000_1500m,1982,2,-0.9177497374452223,1.94,1983,2
1000_1500m,1982,3,-0.021561636269470056,1.38,1983,3
1000_1500m,1982,4,0.07862450192220156,0.95,1983,4
1000_1500m,1982,5,-0.16052395725008928,0.9,1983,5
1000_1500m,1982,10,-0.21173807481445622,1.99,1982,10
1000_1500m,1982,11,0.039029621458648384,1.92,1982,11
1000_1500m,1982,12,-0.43084926443881866,2.2,1982,12
1000_1500m,1983,1,-0.10138330574791014,-0.67,1984,1
1000_1500m,1983,2,-1.435135703378665,-0.19,1984,2
1000_1500m,1983,3,-0.3527727418285258,-0.52,1984,3
1000_1500m,1983,4,-0.8994715013147992,-0.68,1984,4
1000_1500m,1983,5,0.1394910312612237,-0.73,1984,5
1000_1500m,1983,10,-1.4782864364869102,-1.16,1983,10
1000_1500m,1983,11,-0.20661909120585847,-1.29,1983,11
1000_1500m,1983,12,0.7569601963825155,-1.03,1983,12
1000_1500m,1984,1,-0.431237301813503,-1.16,1985,1
1000_1500m,1984,2,-0.21991479306974515,-0.72,1985,2
1000_1500m,1984,3,-0.38564560508469753,-0.79,1985,3
1000_1500m,1984,4,0.6729079485084909,-1.18,1985,4
1000_1500m,1984,5,-0.7932027097239417,-1.03,1985,5
1000_1500m,1984,10,1.346582090961554,-0.67,1984,10
1000_1500m,1984,11,0.5770102926247165,-1.19,1984,11
1000_1500m,1984,12,-0.5063044676308655,-1.34,1984,12
1000_1500m,1985,1,-0.5288321242762455,-0.66,1986,1
1000_1500m,1985,2,0.438350617619534,-0.71,1986,2
1000_1500m,1985,3,0.5818410090977965,-0.42,1986,3
1000_1500m,1985,4,-0.05553194039658325,-0.33,1986,4
1000_1500m,1985,5,1.0102532160973636,-0.53,1986,5
1000_1500m,1985,10,0.5562407736420009,-0.49,1985,10
1000_1500m,1985,11,0.6154877920521551,-0.37,1985,11
1000_1500m,1985,12,0.15583965745395353,-0.41,1985,12
1000_1500m,1986,1,-0.42300223402412873,1.14,1987,1
1000_1500m,1986,2,-0.534043489380785,1.13,1987,2
1000_1500m,1986,3,0.34634040406658817,0.98,1987,3
1000_1500m,1986,4,-0.5573244573892906,0.58,1987,4
1000_1500m,1986,5,-0.44898404095799127,0.62,1987,5
1000_1500m,1986,10,-0.5223334016576611,0.81,1986,10
1000_1500m,1986,11,0.4927145556377462,1.01,1986,11
1000_1500m,1986,12,-0.29437543179737224,1.12,1986,12
1000_1500m,1987,1,-0.5607545718833226,0.9,1988,1
1000_1500m,1987,2,-0.5110634186926818,0.28,1988,2
1000_1500m,1987,3,-0.052674345536132566,0.1,1988,3
1000_1500m,1987,4,-0.8496581550841458,-0.44,1988,4
1000_1500m,1987,5,-0.9085289348769678,-1.25,1988,5
1000_1500m,1987,10,-0.3472175003550289,1.24,1987,10
1000_1500m,1987,11,-0.664315143846564,1.07,1987,11
1000_1500m,1987,12,-0.6144055786242976,0.94,1987,12
1000_1500m,1988,1,1.3281216278815293,-1.97,1989,1
1000_1500m,1988,2,0.7804125395327361,-1.47,1989,2
1000_1500m,1988,3,1.1813308552717505,-1.21,1989,3
1000_1500m,1988,4,0.5129005301300286,-1.08,1989,4
1000_1500m,1988,5,0.16436008218160456,-0.88,1989,5
1000_1500m,1988,10,0.1409317498837277,-1.9,1988,10
1000_1500m,1988,11,-0.3377656424925565,-2.05,1988,11
1000_1500m,1988,12,0.004487653582261943,-1.96,1988,12
1000_1500m,1989,1,0.12948373474482505,0.01,1990,1
1000_1500m,1989,2,0.35762812605755084,0.21,1990,2
1000_1500m,1989,3,0.07751210449205312,0.04,1990,3
1000_1500m,1989,4,0.721989823312122,0.08,1990,4
1000_1500m,1989,5,0.7384143846396751,0.08,1990,5
1000_1500m,1989,10,-0.5805911141408112,-0.4,1989,10
1000_1500m,1989,11,0.41427339929005746,-0.45,1989,11
1000_1500m,1989,12,0.045519057965913254,-0.13,1989,12
1000_1500m,1990,1,0.3372296918724896,0.49,1991,1
1000_1500m,1990,2,-1.0733541507180404,0.32,1991,2
1000_1500m,1990,3,0.2394246448100729,0.03,1991,3
1000_1500m,1990,4,0.1832668953246096,0.19,1991,4
1000_1500m,1990,5,-0.3985613438226742,0.26,1991,5
1000_1500m,1990,10,0.41170258989693687,0.21,1990,10
1000_1500m,1990,11,1.1105752232172537,0.1,1990,11
1000_1500m,1990,12,1.0000020974595782,0.35,1990,12
1000_1500m,1991,1,-1.3943711947272406,1.84,1992,1
1000_1500m,1991,2,-0.6494399835856224,1.78,1992,2
1000_1500m,1991,3,-1.126266521760294,1.38,1992,3
1000_1500m,1991,4,-0.11283452930706521,1.2,1992,4
1000_1500m,1991,5,0.3068677692250098,1.04,1992,5
1000_1500m,1991,10,1.3906366242683397,0.86,1991,10
1000_1500m,1991,11,0.585705458674172,1.2,1991,11
1000_1500m,1991,12,-1.4760887404965677,1.69,1991,12
1000_1500m,1992,1,0.6007359908945814,0.14,1993,1
1000_1500m,1992,2,0.17011270245088164,0.41,1993,2
1000_1500m,1992,3,-0.16086629546859532,0.39,1993,3
1000_1500m,1992,4,-0.6528733895925782,0.59,1993,4
1000_1500m,1992,5,-1.421601185459152,0.78,1993,5
1000_1500m,1992,10,0.7437323159868434,-0.3,1992,10
1000_1500m,1992,11,0.6826781531097192,-0.28,1992,11
1000_1500m,1992,12,-0.1666145157760668,-0.15,1992,12
1000_1500m,1993,1,0.1307928782093128,0.1,1994,1
1000_1500m,1993,2,0.5891166362546778,0.06,1994,2
1000_1500m,1993,3,-1.1087096967301693,0.11,1994,3
1000_1500m,1993,4,-0.5749427930248773,0.26,1994,4
1000_1500m,1993,5,-0.8635157217041226,0.31,1994,5
1000_1500m,1993,10,-0.3999407049193396,0.06,1993,10
1000_1500m,1993,11,-0.09893710196107468,0.0,1993,11
1000_1500m,1993,12,-1.1832437012824597,0.16,1993,12
1000_1500m,1994,1,-0.7220473552942226,1.02,1995,1
1000_1500m,1994,2,-1.2721187807052294,0.73,1995,2
1000_1500m,1994,3,-0.8851296013233542,0.46,1995,3
1000_1500m,1994,4,-0.1667896666126219,0.28,1995,4
1000_1500m,1994,5,0.5646121108435859,-0.11,1995,5
1000_1500m,1994,10,0.2906249131895064,0.75,1994,10
1000_1500m,1994,11,-0.020870974587602214,1.11,1994,11
1000_1500m,1994,12,-0.6843916735921886,1.25,1994,12
1000_1500m,1995,1,0.6340830948889009,-0.86,1996,1
1000_1500m,1995,2,-0.16534530734176708,-0.86,1996,2
1000_1500m,1995,3,-0.1557189895959689,-0.61,1996,3
1000_1500m,1995,4,0.7326697558540569,-0.47,1996,4
1000_1500m,1995,5,1.571052716501817,-0.38,1996,5
1000_1500m,1995,10,-0.7667589399063,-0.88,1995,10
1000_1500m,1995,11,0.38771571670827404,-1.1,1995,11
1000_1500m,1995,12,1.176397980768176,-0.95,1995,12
1000_1500m,1996,1,2.2299273680443843,-0.53,1997,1
1000_1500m,1996,2,1.3465442958232423,-0.37,1997,2
1000_1500m,1996,3,1.3821749711216214,-0.25,1997,3
1000_1500m,1996,4,-1.3428193438300866,0.16,1997,4
1000_1500m,1996,5,1.0217938552274677,0.64,1997,5
1000_1500m,1996,10,-0.07853157184770028,-0.44,1996,10
1000_1500m,1996,11,1.620257710486555,-0.41,1996,11
1000_1500m,1996,12,1.9773359601900726,-0.64,1996,12
1000_1500m,1997,1,0.6923163516096172,2.38,1998,1
1000_1500m,1997,2,-1.1770183968434345,2.03,1998,2
1000_1500m,1997,3,1.3248389964276557,1.34,1998,3
1000_1500m,1997,4,-0.08815809376355475,0.78,1998,4
1000_1500m,1997,5,-1.8166897595029268,0.57,1998,5
1000_1500m,1997,10,-0.5451267827374243,2.36,1997,10
1000_1500m,1997,11,-2.1794341215207793,2.41,1997,11
1000_1500m,1997,12,-1.7184497747043688,2.29,1997,12
1000_1500m,1998,1,0.24820388234808088,-1.69,1999,1
1000_1500m,1998,2,-1.946624190740927,-1.32,1999,2
1000_1500m,1998,3,-0.927250321199051,-0.95,1999,3
1000_1500m,1998,4,-0.24106976676579175,-1.11,1999,4
1000_1500m,1998,5,0.3292508818344795,-1.15,1999,5
1000_1500m,1998,10,-1.2321153568922436,-1.46,1998,10
1000_1500m,1998,11,-0.8995823693190492,-1.46,1998,11
1000_1500m,1998,12,-1.0356009170214586,-1.69,1998,12
1000_1500m,1999,1,-0.37242538820192583,-1.77,2000,1
1000_1500m,1999,2,1.391121674946465,-1.55,2000,2
1000_1500m,1999,3,0.9519187827331457,-0.98,2000,3
1000_1500m,1999,4,0.3793664627495997,-0.87,2000,4
1000_1500m,1999,5,-0.23210702555297172,-0.86,2000,5
1000_1500m,1999,10,0.6365841251737937,-1.23,1999,10
1000_1500m,1999,11,-1.4028536148823747,-1.58,1999,11
1000_1500m,1999,12,-2.215703853097102,-1.74,1999,12
1000_1500m,2000,1,-0.9093369080734496,-0.73,2001,1
1000_1500m,2000,2,0.030160687730337435,-0.63,2001,2
1000_1500m,2000,3,-0.8786301773330247,-0.48,2001,3
1000_1500m,2000,4,1.109373967603814,-0.49,2001,4
1000_1500m,2000,5,-1.3264299417734244,-0.34,2001,5
1000_1500m,2000,10,-0.5774948924876208,-0.7,2000,10
1000_1500m,2000,11,-0.45312612056452045,-0.79,2000,11
1000_1500m,2000,12,-0.04635701373487935,-0.92,2000,12
1000_1500m,2001,1,-0.18163105894065376,-0.15,2002,1
1000_1500m,2001,2,0.02230770427536534,-0.04,2002,2
1000_1500m,2001,3,1.5758931831495253,0.01,2002,3
1000_1500m,2001,4,1.3591327224721745,0.02,2002,4
1000_1500m,2001,5,2.158809793307986,0.31,2002,5
1000_1500m,2001,10,0.18447948408949832,-0.14,2001,10
1000_1500m,2001,11,0.08564802537256543,-0.37,2001,11
1000_1500m,2001,12,1.0847532192818456,-0.41,2001,12
1000_1500m,2002,1,-0.893610653993595,0.6,2003,1
1000_1500m,2002,2,1.075969920140838,0.64,2003,2
1000_1500m,2002,3,0.8600368762853388,0.36,2003,3
1000_1500m,2002,4,0.8843551624357103,-0.14,2003,4
1000_1500m,2002,5,1.7380718158518653,-0.61,2003,5
1000_1500m,2002,10,0.7352286395102908,1.25,2002,10
1000_1500m,2002,11,-0.3751009828720312,1.47,2002,11
1000_1500m,2002,12,-1.4522454379347642,1.37,2002,12
1000_1500m,2003,1,0.3530033174246071,0.27,2004,1
1000_1500m,2003,2,0.8982786300809296,0.23,2004,2
1000_1500m,2003,3,-0.5453263245467148,0.12,2004,3
1000_1500m,2003,4,-0.44899031820241986,0.07,2004,4
1000_1500m,2003,5,1.1084161658474134,0.06,2004,5
1000_1500m,2003,10,0.4906938029281755,0.42,2003,10
1000_1500m,2003,11,1.9321241840073364,0.33,2003,11
1000_1500m,2003,12,-0.07444422003944492,0.43,2003,12
1000_1500m,2004,1,0.3286323818645695,0.66,2005,1
1000_1500m,2004,2,-0.4876325463033911,0.36,2005,2
1000_1500m,2004,3,-0.6305868200889606,0.45,2005,3
1000_1500m,2004,4,-1.3882053402854153,0.26,2005,4
1000_1500m,2004,5,-0.20491444446629828,0.3,2005,5
1000_1500m,2004,10,0.7104194568039554,0.73,2004,10
1000_1500m,2004,11,-1.39423455157264,0.66,2004,11
1000_1500m,2004,12,-0.5294502405217207,0.74,2004,12
1000_1500m,2005,1,-2.201480338149822,-0.91,2006,1
1000_1500m,2005,2,-0.7391842482497767,-0.67,2006,2
1000_1500m,2005,3,0.4554508425623747,-0.71,2006,3
1000_1500m,2005,4,-1.9710603221608551,-0.32,2006,4
1000_1500m,2005,5,-0.7758009149322922,-0.09,2006,5
1000_1500m,2005,10,-1.408312301748683,-0.06,2005,10
1000_1500m,2005,11,-0.8259284898183807,-0.59,2005,11
1000_1500m,2005,12,-0.6684393410870711,-0.92,2005,12
1000_1500m,2006,1,-1.2845962663925226,0.7,2007,1
1000_1500m,2006,2,0.6766367594480875,0.13,2007,2
1000_1500m,2006,3,-0.2623392855458405,-0.18,2007,3
1000_1500m,2006,4,0.4154524148301959,-0.32,2007,4
1000_1500m,2006,5,0.5454717580278232,-0.47,2007,5
1000_1500m,2006,10,0.2564133767992804,0.7,2006,10
1000_1500m,2006,11,0.5582413352708568,0.99,2006,11
1000_1500m,2006,12,-0.6845604819014627,1.14,2006,12
1000_1500m,2007,1,-0.08384799401857697,-1.68,2008,1
1000_1500m,2007,2,0.2556350487798226,-1.67,2008,2
1000_1500m,2007,3,-1.4528146117133036,-1.21,2008,3
1000_1500m,2007,4,0.8351987226404302,-0.99,2008,4
1000_1500m,2007,5,0.5409168571836361,-0.84,2008,5
1000_1500m,2007,10,-1.000599794922276,-1.39,2007,10
1000_1500m,2007,11,-1.0728161053481586,-1.54,2007,11
1000_1500m,2007,12,-0.18896622990339013,-1.58,2007,12
1000_1500m,2008,1,1.505410312309898,-0.89,2009,1
1000_1500m,2008,2,0.1537539464870308,-0.79,2009,2
1000_1500m,2008,3,0.9017220675558586,-0.69,2009,3
1000_1500m,2008,4,0.6630112195010732,-0.35,2009,4
1000_1500m,2008,5,0.15544608380942107,0.06,2009,5
1000_1500m,2008,10,-1.8729176059461443,-0.35,2008,10
1000_1500m,2008,11,-0.48202659737420883,-0.46,2008,11
1000_1500m,2008,12,1.6727484453896149,-0.86,2008,12
1000_1500m,2009,1,0.5693659271076406,1.52,2010,1
1000_1500m,2009,2,0.9885546066625385,1.25,2010,2
1000_1500m,2009,3,-1.6944387430435854,0.9,2010,3
1000_1500m,2009,4,-0.4880038763765008,0.38,2010,4
1000_1500m,2009,5,0.8665110630553218,-0.22,2010,5
1000_1500m,2009,10,0.9605676287448583,0.89,2009,10
1000_1500m,2009,11,-1.6793789590975003,1.46,2009,11
1000_1500m,2009,12,0.9121953217680213,1.74,2009,12
1000_1500m,2010,1,1.5095362100852785,-1.54,2011,1
1000_1500m,2010,2,1.2641429822772734,-1.11,2011,2
1000_1500m,2010,3,0.7736698219916439,-0.93,2011,3
1000_1500m,2010,4,1.9565942700928993,-0.77,2011,4
1000_1500m,2010,5,-0.606556606426764,-0.52,2011,5
1000_1500m,2010,10,-0.8551128058226347,-1.69,2010,10
1000_1500m,2010,11,1.189579500328029,-1.64,2010,11
1000_1500m,2010,12,1.2793653902906728,-1.6,2010,12
1000_1500m,2011,1,-0.7946056608934137,-0.87,2012,1
1000_1500m,2011,2,-0.46707784883671605,-0.67,2012,2
1000_1500m,2011,3,-0.06912751686860868,-0.61,2012,3
1000_1500m,2011,4,-0.43944731819829186,-0.5,2012,4
1000_1500m,2011,5,-0.300377452435499,-0.32,2012,5
1000_1500m,2011,10,-2.0998304143670192,-1.05,2011,10
1000_1500m,2011,11,-0.7248205155408391,-1.19,2011,11
1000_1500m,2011,12,0.21455693934496814,-1.06,2011,12
1000_1500m,2012,1,1.045479250005806,-0.53,2013,1
1000_1500m,2012,2,0.052412518761696274,-0.52,2013,2
1000_1500m,2012,3,0.5398336348874786,-0.25,2013,3
1000_1500m,2012,4,0.7785692221429391,-0.25,2013,4
1000_1500m,2012,5,-0.2506570207898329,-0.4,2013,5
1000_1500m,2012,10,1.479007303519143,0.26,2012,10
1000_1500m,2012,11,0.9455553004485459,0.16,2012,11
1000_1500m,2012,12,0.6831883053478777,-0.25,2012,12
1000_1500m,2013,1,0.7204477971124645,-0.49,2014,1
1000_1500m,2013,2,0.5169199834311542,-0.62,2014,2
1000_1500m,2013,3,0.4843982019202217,-0.28,2014,3
1000_1500m,2013,4,0.7721442522302274,0.08,2014,4
1000_1500m,2013,5,1.2235151652001575,0.32,2014,5
1000_1500m,2013,10,-0.04492944796300645,-0.2,2013,10
1000_1500m,2013,11,0.7539033028272437,-0.14,2013,11
1000_1500m,2013,12,1.573913087349399,-0.17,2013,12
1000_1500m,2014,1,-0.0493843214706148,0.51,2015,1
1000_1500m,2014,2,-0.8263048133402765,0.42,2015,2
1000_1500m,2014,3,-1.335817813800923,0.47,2015,3
1000_1500m,2014,4,-1.1189781817911815,0.7,2015,4
1000_1500m,2014,5,-0.37588691785719924,0.92,2015,5
1000_1500m,2014,10,-0.9496481593939667,0.44,2014,10
1000_1500m,2014,11,1.5595635522922175,0.75,2014,11
1000_1500m,2014,12,0.35037217259706577,0.71,2014,12
1000_1500m,2015,1,0.6370256844258093,2.57,2016,1
1000_1500m,2015,2,-1.5227073001927625,2.26,2016,2
1000_1500m,2015,3,-1.915106223913056,1.62,2016,3
1000_1500m,2015,4,-2.012308978586448,0.91,2016,4
1000_1500m,2015,5,-0.39443052858709043,0.3,2016,5
1000_1500m,2015,10,-1.0754436800131864,2.36,2015,10
1000_1500m,2015,11,-0.07282036385177777,2.72,2015,11
1000_1500m,2015,12,-0.12680789001257303,2.66,2015,12
1000_1500m,2016,1,0.7517286856432548,-0.43,2017,1
1000_1500m,2016,2,0.3582120843416526,-0.08,2017,2
1000_1500m,2016,3,-0.039729407161960356,0.03,2017,3
1000_1500m,2016,4,0.05247034781211042,0.22,2017,4
1000_1500m,2016,5,-1.0475478085580032,0.37,2017,5
1000_1500m,2016,10,0.6065559940572354,-0.74,2016,10
1000_1500m,2016,11,-1.4312996048641078,-0.76,2016,11
1000_1500m,2016,12,0.32773159522655676,-0.5,2016,12
1000_1500m,2017,1,0.3975328119407793,-0.98,2018,1
1000_1500m,2017,2,1.5541514869307969,-0.78,2018,2
1000_1500m,2017,3,1.4989674426188173,-0.8,2018,3
1000_1500m,2017,4,1.6062589222958654,-0.51,2018,4
1000_1500m,2017,5,-1.1988831439302021,-0.2,2018,5
1000_1500m,2017,10,0.14016568455216669,-0.56,2017,10
1000_1500m,2017,11,0.6343807971111652,-0.97,2017,11
1000_1500m,2017,12,-0.037319027049998614,-0.98,2017,12
1000_1500m,2018,1,-1.0515186941196617,0.65,2019,1
1000_1500m,2018,2,0.3259244315834348,0.71,2019,2
1000_1500m,2018,3,0.3326859613401186,0.81,2019,3
1000_1500m,2018,4,-0.5304459759052145,0.62,2019,4
1000_1500m,2018,5,0.6211755966893764,0.55,2019,5
1000_1500m,2018,10,2.006633654574894,0.9,2018,10
1000_1500m,2018,11,-0.35632907358855376,0.9,2018,11
1000_1500m,2018,12,-0.6082737461018299,0.89,2018,12
1000_1500m,2019,1,-0.050666819991822626,0.6,2020,1
1000_1500m,2019,2,-0.5770204295313338,0.37,2020,2
1000_1500m,2019,3,-0.15761947018901967,0.48,2020,3
1000_1500m,2019,4,0.6252120201173792,0.36,2020,4
1000_1500m,2019,5,-0.5975985270699853,-0.27,2020,5
1000_1500m,2019,10,1.3288503102314049,0.48,2019,10
1000_1500m,2019,11,0.6944024032008046,0.52,2019,11
1000_1500m,2019,12,0.5636917943989778,0.52,2019,12
1000_1500m,2020,1,-0.7402480509694485,-1.0,2021,1
1000_1500m,2020,2,0.8359129628066472,-1.0,2021,2
1000_1500m,2020,3,-0.772496900382101,-0.8,2021,3
1000_1500m,2020,4,-0.590043349305104,-0.72,2021,4
1000_1500m,2020,5,0.16143526104640002,-0.46,2021,5
1000_1500m,2020,10,1.5986174436012732,-1.26,2020,10
1000_1500m,2020,11,0.280233846261221,-1.42,2020,11
1000_1500m,2020,12,0.11346963113791794,-1.15,2020,12
1000_1500m,2021,1,0.31089211681177853,-0.94,2022,1
1000_1500m,2021,2,-0.1723718672439212,-0.89,2022,2
1000_1500m,2021,3,-0.24120447748626256,-0.97,2022,3
1000_1500m,2021,4,-0.20267024314926793,-1.11,2022,4
1000_1500m,2021,5,-0.14914399313900448,-1.11,2022,5
1000_1500m,2021,10,-0.4113328018102537,-0.94,2021,10
1000_1500m,2021,11,-1.0809159426690127,-0.94,2021,11
1000_1500m,2021,12,0.3141495845925044,-1.06,2021,12
1000_1500m,2022,1,-0.003856665564681716,-0.72,2023,1
1000_1500m,2022,2,0.45949874689207376,-0.46,2023,2
1000_1500m,2022,3,1.4013466888146802,-0.11,2023,3
1000_1500m,2022,4,-0.14591133149061675,0.14,2023,4
1000_1500m,2022,5,-1.6528781418405412,0.46,2023,5
1000_1500m,2022,10,0.4865481642907362,-0.99,2022,10
1000_1500m,2022,11,1.4693489596535227,-0.9,2022,11
1000_1500m,2022,12,0.38757713011352546,-0.85,2022,12
1000_1500m,2023,1,0.25355700720227975,1.81,2024,1
1000_1500m,2023,2,0.13611727165683402,1.52,2024,2
1000_1500m,2023,3,0.7167672070182394,1.13,2024,3
1000_1500m,2023,4,0.4689169749027446,0.77,2024,4
1000_1500m,2023,5,0.6938555509767733,0.23,2024,5
1000_1500m,2023,10,0.9839378887318014,1.72,2023,10
1000_1500m,2023,11,-0.7806774033964935,2.02,2023,11
1000_1500m,2023,12,-0.46393018205483105,2.03,2023,12
1000_1500m,2024,10,-0.765606021194808,-0.27,2024,10
1000_1500m,2024,11,0.9342100452205712,-0.25,2024,11
1000_1500m,2024,12,0.646448895910672,-0.6,2024,12
1500_2000m,1980,1,-1.5898325648887246,-0.36,1981,1
1500_2000m,1980,2,-0.6073813640493412,-0.64,1981,2
1500_2000m,1980,3,-1.2858988172384935,-0.64,1981,3
1500_2000m,1980,4,-0.7333390307215352,-0.53,1981,4
1500_2000m,1980,5,1.2216849428451488,-0.57,1981,5
1500_2000m,1980,10,-0.015618422136266522,-0.26,1980,10
1500_2000m,1980,11,-0.38417250762247157,-0.1,1980,11
1500_2000m,1980,12,0.6394157633837129,0.05,1980,12
1500_2000m,1981,1,-0.19629267502331704,0.13,1982,1
1500_2000m,1981,2,0.03244661563397753,-0.17,1982,2
1500_2000m,1981,3,0.06951062977104949,0.13,1982,3
1500_2000m,1981,4,0.8549106370058785,0.21,1982,4
1500_2000m,1981,5,0.47213831475139734,0.45,1982,5
1500_2000m,1981,10,0.06659281114872335,-0.3,1981,10
1500_2000m,1981,11,-0.6325692537937827,-0.41,1981,11
1500_2000m,1981,12,-0.6532325029877131,-0.2,1981,12
1500_2000m,1982,1,-0.014636678178878383,2.35,1983,1
1500_2000m,1982,2,-0.25731122564646397,1.94,1983,2
1500_2000m,1982,3,0.16153597309799803,1.38,1983,3
1500_2000m,1982,4,0.46224635254499824,0.95,1983,4
1500_2000m,1982,5,-0.18326168721022598,0.9,1983,5
1500_2000m,1982,10,-0.19080245327332504,1.99,1982,10
1500_2000m,1982,11,0.04836985022219647,1.92,1982,11
1500_2000m,1982,12,0.02795075435419168,2.2,1982,12
1500_2000m,1983,1,-0.32144738978373444,-0.67,1984,1
1500_2000m,1983,2,-1.2700810403204983,-0.19,1984,2
1500_2000m,1983,3,-0.030150167544260205,-0.52,1984,3
1500_2000m,1983,4,-0.22040526373536543,-0.68,1984,4
1500_2000m,1983,5,0.26838150975348435,-0.73,1984,5
1500_2000m,1983,10,-0.9497425086230815,-1.16,1983,10
1500_2000m,1983,11,-0.1462473874739287,-1.29,1983,11
1500_2000m,1983,12,0.607655824283767,-1.03,1983,12
1500_2000m,1984,1,-0.19296350142507257,-1.16,1985,1
1500_2000m,1984,2,0.13333912518368532,-0.72,1985,2
1500_2000m,1984,3,0.1029763508817009,-0.79,1985,3
1500_2000m,1984,4,0.5509449124648899,-1.18,1985,4
1500_2000m,1984,5,-0.3498173226248119,-1.03,1985,5
1500_2000m,1984,10,1.2226176523216354,-0.67,1984,10
1500_2000m,1984,11,0.9997183958437205,-1.19,1984,11
1500_2000m,1984,12,-0.22345681948714702,-1.34,1984,12
1500_2000m,1985,1,0.18120757399079426,-0.66,1986,1
1500_2000m,1985,2,0.3909075587641106,-0.71,1986,2
1500_2000m,1985,3,0.5277415391654285,-0.42,1986,3
1500_2000m,1985,4,-0.05164507769606317,-0.33,1986,4
1500_2000m,1985,5,0.8561249856991446,-0.53,1986,5
1500_2000m,1985,10,0.8591041222358247,-0.49,1985,10
1500_2000m,1985,11,0.6897309226774238,-0.37,1985,11
1500_2000m,1985,12,0.4397911445624848,-0.41,1985,12
1500_2000m,1986,1,0.02704946968464696,1.14,1987,1
1500_2000m,1986,2,-0.0634598804435866,1.13,1987,2
1500_2000m,1986,3,0.3489966675309859,0.98,1987,3
1500_2000m,1986,4,-0.5044588096804911,0.58,1987,4
1500_2000m,1986,5,-0.8760233695866853,0.62,1987,5
1500_2000m,1986,10,0.1616655811657165,0.81,1986,10
1500_2000m,1986,11,0.848186912327769,1.01,1986,11
1500_2000m,1986,12,0.33838865586607003,1.12,1986,12
1500_2000m,1987,1,0.02710835375421592,0.9,1988,1
1500_2000m,1987,2,-0.2824134789319606,0.28,1988,2
1500_2000m,1987,3,0.16868196249365205,0.1,1988,3
1500_2000m,1987,4,-0.261678944345425,-0.44,1988,4
1500_2000m,1987,5,-0.72082665502551,-1.25,1988,5
1500_2000m,1987,10,-0.3274935604666181,1.24,1987,10
1500_2000m,1987,11,-0.5706455822097339,1.07,1987,11
1500_2000m,1987,12,-0.39191332891528,0.94,1987,12
1500_2000m,1988,1,1.1246630658850887,-1.97,1989,1
1500_2000m,1988,2,1.0182072269114792,-1.47,1989,2
1500_2000m,1988,3,1.144189714705088,-1.21,1989,3
1500_2000m,1988,4,0.9014916416965495,-1.08,1989,4
1500_2000m,1988,5,0.3733340000326963,-0.88,1989,5
1500_2000m,1988,10,-0.0948461690972979,-1.9,1988,10
1500_2000m,1988,11,-0.16185833643970685,-2.05,1988,11
1500_2000m,1988,12,0.31351748331402846,-1.96,1988,12
1500_2000m,1989,1,1.1276316750894992,0.01,1990,1
1500_2000m,1989,2,1.0699850772200241,0.21,1990,2
1500_2000m,1989,3,0.5260064438032787,0.04,1990,3
1500_2000m,1989,4,0.8480122883496002,0.08,1990,4
1500_2000m,1989,5,1.1858244454395972,0.08,1990,5
1500_2000m,1989,10,-0.3933433070563315,-0.4,1989,10
1500_2000m,1989,11,0.7990143892483045,-0.45,1989,11
1500_2000m,1989,12,0.8978862402929211,-0.13,1989,12
1500_2000m,1990,1,0.7698249832181833,0.49,1991,1
1500_2000m,1990,2,-0.8651398508538705,0.32,1991,2
1500_2000m,1990,3,0.034361466275370144,0.03,1991,3
1500_2000m,1990,4,0.15936290967943573,0.19,1991,4
1500_2000m,1990,5,-0.13542204945996358,0.26,1991,5
1500_2000m,1990,10,0.4825022667811139,0.21,1990,10
1500_2000m,1990,11,1.0633003298027135,0.1,1990,11
1500_2000m,1990,12,1.507564330608942,0.35,1990,12
1500_2000m,1991,1,-1.0039495709203299,1.84,1992,1
1500_2000m,1991,2,-0.49416686784275765,1.78,1992,2
1500_2000m,1991,3,-0.6848397299193485,1.38,1992,3
1500_2000m,1991,4,-0.47431738119707,1.2,1992,4
1500_2000m,1991,5,-0.12786285122035293,1.04,1992,5
1500_2000m,1991,10,0.8732558850292034,0.86,1991,10
1500_2000m,1991,11,0.5900624844877987,1.2,1991,11
1500_2000m,1991,12,-1.031026937203641,1.69,1991,12
