Elevation_Category,Seasonal_Year,month,SWEI,ENSO,Year,Month
2000_2500m,2014,2,0.10343646166606134,0.42,2015,2
2000_2500m,2014,3,-0.12784625576412012,0.47,2015,3
2000_2500m,2014,4,-0.5091268890589469,0.7,2015,4
2000_2500m,2014,5,-0.7434328434658823,0.92,2015,5
2000_2500m,2014,10,-0.8823128273931136,0.44,2014,10
2000_2500m,2014,11,0.18785365153490735,0.75,2014,11
2000_2500m,2014,12,0.1919434075902801,0.71,2014,12
2000_2500m,2015,1,0.20532390768968128,2.57,2016,1
2000_2500m,2015,2,-0.1335679238133818,2.26,2016,2
2000_2500m,2015,3,-0.6294309383988822,1.62,2016,3
2000_2500m,2015,4,-1.5186221398337214,0.91,2016,4
2000_2500m,2015,5,-1.338647282580489,0.3,2016,5
2000_2500m,2015,10,-2.0762046703962027,2.36,2015,10
2000_2500m,2015,11,-0.037594554944059375,2.72,2015,11
2000_2500m,2015,12,0.2828874230621202,2.66,2015,12
2000_2500m,2016,1,0.4709731206417207,-0.43,2017,1
2000_2500m,2016,2,0.4128757595539485,-0.08,2017,2
2000_2500m,2016,3,0.5838582876539538,0.03,2017,3
2000_2500m,2016,4,1.0153811104189805,0.22,2017,4
2000_2500m,2016,5,0.888187615990288,0.37,2017,5
2000_2500m,2016,10,0.7667968769165816,-0.74,2016,10
2000_2500m,2016,11,-0.2221062918265879,-0.76,2016,11
2000_2500m,2016,12,0.00236998041987474,-0.5,2016,12
2000_2500m,2017,1,0.5215369150223019,-0.98,2018,1
2000_2500m,2017,2,1.2441030792154217,-0.78,2018,2
2000_2500m,2017,3,1.422375964966222,-0.8,2018,3
2000_2500m,2017,4,1.3234850994977836,-0.51,2018,4
2000_2500m,2017,5,0.05803480760327345,-0.2,2018,5
2000_2500m,2017,10,0.1439270715887417,-0.56,2017,10
2000_2500m,2017,11,0.6889065142474986,-0.97,2017,11
2000_2500m,2017,12,0.058542213020387895,-0.98,2017,12
2000_2500m,2018,1,-0.7985994084743506,0.65,2019,1
2000_2500m,2018,2,-0.6093677796840351,0.71,2019,2
2000_2500m,2018,3,-0.39778433062280466,0.81,2019,3
2000_2500m,2018,4,-0.5883514503818373,0.62,2019,4
2000_2500m,2018,5,-0.40728124292288675,0.55,2019,5
2000_2500m,2018,10,1.8009321823171855,0.9,2018,10
2000_2500m,2018,11,0.4353349038821096,0.9,2018,11
2000_2500m,2018,12,-0.3491989768758184,0.89,2018,12
2000_2500m,2019,1,1.1042204419418948,0.6,2020,1
2000_2500m,2019,2,0.7263471834122188,0.37,2020,2
2000_2500m,2019,3,0.46381279350022864,0.48,2020,3
2000_2500m,2019,4,0.1495201643302059,0.36,2020,4
2000_2500m,2019,5,-0.1184014956713303,-0.27,2020,5
2000_2500m,2019,10,1.3682873120303127,0.48,2019,10
2000_2500m,2019,11,1.5484776840035477,0.52,2019,11
2000_2500m,2019,12,1.48238961475134,0.52,2019,12
2000_2500m,2020,1,0.8784914848433725,-1.0,2021,1
2000_2500m,2020,2,0.7965890637149684,-1.0,2021,2
2000_2500m,2020,3,0.12181543103824909,-0.8,2021,3
2000_2500m,2020,4,0.11901323945092987,-0.72,2021,4
2000_2500m,2020,5,0.11143967146977576,-0.46,2021,5
2000_2500m,2020,10,0.9724222746880167,-1.26,2020,10
2000_2500m,2020,11,0.984554181380468,-1.42,2020,11
2000_2500m,2020,12,0.7218630189143184,-1.15,2020,12
2000_2500m,2021,1,1.2122543183006882,-0.94,2022,1
2000_2500m,2021,2,1.2096759395257535,-0.89,2022,2
2000_2500m,2021,3,0.9457618279055255,-0.97,2022,3
2000_2500m,2021,4,0.2626574252558743,-1.11,2022,4
2000_2500m,2021,5,0.4441836598056437,-1.11,2022,5
2000_2500m,2021,10,-0.4809389560555908,-0.94,2021,10
2000_2500m,2021,11,-0.02460206206066094,-0.94,2021,11
2000_2500m,2021,12,0.5662886880495197,-1.06,2021,12
2000_2500m,2022,1,0.5657290631517239,-0.72,2023,1
2000_2500m,2022,2,0.9597129091077632,-0.46,2023,2
2000_2500m,2022,3,0.9804644584584572,-0.11,2023,3
2000_2500m,2022,4,0.5893367808427341,0.14,2023,4
2000_2500m,2022,5,-0.8498129982673329,0.46,2023,5
2000_2500m,2022,10,-0.5827474960490906,-0.99,2022,10
2000_2500m,2022,11,0.9591361777289407,-0.9,2022,11
2000_2500m,2022,12,0.5851157223077307,-0.85,2022,12
2000_2500m,2023,1,0.17845765876016975,1.81,2024,1
2000_2500m,2023,2,0.7222239421085056,1.52,2024,2
2000_2500m,2023,3,0.9064672674007137,1.13,2024,3
2000_2500m,2023,4,0.7154473457536029,0.77,2024,4
2000_2500m,2023,5,0.5357080310850647,0.23,2024,5
2000_2500m,2023,10,-0.3168358914118277,1.72,2023,10
2000_2500m,2023,11,-0.7057978421754574,2.02,2023,11
2000_2500m,2023,12,-0.31504574484183867,2.03,2023,12
2000_2500m,2024,10,-0.9530614599355294,-0.27,2024,10
2000_2500m,2024,11,-0.36041039882953485,-0.25,2024,11
2000_2500m,2024,12,-0.4702869397924271,-0.6,2024,12
500_1000m,1980,1,-0.7113676608486488,-0.36,1981,1
500_1000m,1980,2,0.07246424810083199,-0.64,1981,2
500_1000m,1980,3,-0.4624065160178867,-0.64,1981,3
500_1000m,1980,4,-0.8230186824546932,-0.53,1981,4
500_1000m,1980,5,0.5949984500129354,-0.57,1981,5
500_1000m,1980,10,0.18615471941770137,-0.26,1980,10
500_1000m,1980,11,-0.4334427423547606,-0.1,1980,11
500_1000m,1980,12,0.6768795680104042,0.05,1980,12
500_1000m,1981,1,0.21332588425508225,0.13,1982,1
500_1000m,1981,2,0.6786209198939888,-0.17,1982,2
500_1000m,1981,3,0.956495147319087,0.13,1982,3
500_1000m,1981,4,1.3009790420421663,0.21,1982,4
500_1000m,1981,5,0.6094705069387049,0.45,1982,5
500_1000m,1981,10,-0.37742360194817864,-0.3,1981,10
500_1000m,1981,11,-0.08225506798870527,-0.41,1981,11
500_1000m,1981,12,-0.07753110167322423,-0.2,1981,12
500_1000m,1982,1,0.4229294552645393,2.35,1983,1
500_1000m,1982,2,0.41607165275652075,1.94,1983,2
500_1000m,1982,3,0.8311074364411721,1.38,1983,3
500_1000m,1982,4,0.8478385051809015,0.95,1983,4
500_1000m,1982,5,0.21851693408812184,0.9,1983,5
500_1000m,1982,10,0.47343832535025593,1.99,1982,10
500_1000m,1982,11,0.3898300607165979,1.92,1982,11
500_1000m,1982,12,0.47978739492680783,2.2,1982,12
500_1000m,1983,1,0.45233748831210635,-0.67,1984,1
500_1000m,1983,2,0.07761446041863233,-0.19,1984,2
500_1000m,1983,3,0.5153071084919275,-0.52,1984,3
500_1000m,1983,4,-0.1127541743957489,-0.68,1984,4
500_1000m,1983,5,0.025096183871833724,-0.73,1984,5
500_1000m,1983,10,-1.2351548456756247,-1.16,1983,10
500_1000m,1983,11,0.1021755195947587,-1.29,1983,11
500_1000m,1983,12,0.5862311534284622,-1.03,1983,12
500_1000m,1984,1,0.7324516932953952,-1.16,1985,1
500_1000m,1984,2,0.8166259943800541,-0.72,1985,2
500_1000m,1984,3,0.8875358481317062,-0.79,1985,3
500_1000m,1984,4,1.2152980215366493,-1.18,1985,4
500_1000m,1984,5,-0.5357440056210817,-1.03,1985,5
500_1000m,1984,10,2.023967126076275,-0.67,1984,10
500_1000m,1984,11,0.9073929480898315,-1.19,1984,11
500_1000m,1984,12,0.424699677392799,-1.34,1984,12
500_1000m,1985,1,1.135046024117315,-0.66,1986,1
500_1000m,1985,2,1.2906924831823705,-0.71,1986,2
500_1000m,1985,3,1.093131072194536,-0.42,1986,3
500_1000m,1985,4,1.1077061320351858,-0.33,1986,4
500_1000m,1985,5,1.2009489345027307,-0.53,1986,5
500_1000m,1985,10,0.1955983395595577,-0.49,1985,10
500_1000m,1985,11,0.8618305546463912,-0.37,1985,11
500_1000m,1985,12,0.8147556075835406,-0.41,1985,12
500_1000m,1986,1,0.40206492584296705,1.14,1987,1
500_1000m,1986,2,0.5380210568729915,1.13,1987,2
500_1000m,1986,3,0.9782279017579905,0.98,1987,3
500_1000m,1986,4,0.07539847550045453,0.58,1987,4
500_1000m,1986,5,-0.572205766145941,0.62,1987,5
500_1000m,1986,10,-0.4773460962531911,0.81,1986,10
500_1000m,1986,11,0.7240941507654705,1.01,1986,11
500_1000m,1986,12,0.49341077748396983,1.12,1986,12
500_1000m,1987,1,0.6549021055269738,0.9,1988,1
500_1000m,1987,2,0.45421451732564794,0.28,1988,2
500_1000m,1987,3,0.43347969830235,0.1,1988,3
500_1000m,1987,4,0.15884946285877158,-0.44,1988,4
500_1000m,1987,5,-1.156822209604373,-1.25,1988,5
500_1000m,1987,10,-0.34204383966290614,1.24,1987,10
500_1000m,1987,11,0.14780540799122677,1.07,1987,11
500_1000m,1987,12,0.7198985924004699,0.94,1987,12
500_1000m,1988,1,1.229361527274206,-1.97,1989,1
500_1000m,1988,2,1.275140684634661,-1.47,1989,2
500_1000m,1988,3,1.0753249418512831,-1.21,1989,3
500_1000m,1988,4,1.028260291201058,-1.08,1989,4
500_1000m,1988,5,-0.14225592605190443,-0.88,1989,5
500_1000m,1988,10,0.3053861241541953,-1.9,1988,10
500_1000m,1988,11,1.0921270258664735,-2.05,1988,11
500_1000m,1988,12,1.1616065149272852,-1.96,1988,12
500_1000m,1989,1,1.048032812282573,0.01,1990,1
500_1000m,1989,2,0.8786818878866315,0.21,1990,2
500_1000m,1989,3,0.8199138510957783,0.04,1990,3
500_1000m,1989,4,1.0871415270471327,0.08,1990,4
500_1000m,1989,5,1.2503544193580227,0.08,1990,5
500_1000m,1989,10,-0.7344577920299924,-0.4,1989,10
500_1000m,1989,11,1.3468318354040403,-0.45,1989,11
500_1000m,1989,12,1.2990662573770162,-0.13,1989,12
500_1000m,1990,1,1.3953338313058457,0.49,1991,1
500_1000m,1990,2,0.484401930149386,0.32,1991,2
500_1000m,1990,3,0.6083875887187918,0.03,1991,3
500_1000m,1990,4,-0.23625022675648372,0.19,1991,4
500_1000m,1990,5,0.04848941116585137,0.26,1991,5
500_1000m,1990,10,0.09001330833561687,0.21,1990,10
500_1000m,1990,11,1.4717042843927257,0.1,1990,11
500_1000m,1990,12,1.5581262060194383,0.35,1990,12
500_1000m,1991,1,-0.4171289973011348,1.84,1992,1
500_1000m,1991,2,0.5556870456468487,1.78,1992,2
500_1000m,1991,3,0.18069465291396788,1.38,1992,3
500_1000m,1991,4,-0.012907516750847744,1.2,1992,4
500_1000m,1991,5,-0.13052539354488935,1.04,1992,5
500_1000m,1991,10,1.6828200902573462,0.86,1991,10
500_1000m,1991,11,0.6108300949057616,1.2,1991,11
500_1000m,1991,12,-0.22417638544663512,1.69,1991,12
500_1000m,1992,1,0.3259247525059089,0.14,1993,1
500_1000m,1992,2,-0.1310764001479163,0.41,1993,2
500_1000m,1992,3,-0.42315433176516876,0.39,1993,3
500_1000m,1992,4,-0.6671193475245749,0.59,1993,4
500_1000m,1992,5,-1.1562771201633675,0.78,1993,5
500_1000m,1992,10,0.5362499668874563,-0.3,1992,10
500_1000m,1992,11,0.12452516584531567,-0.28,1992,11
500_1000m,1992,12,-0.3061780078930879,-0.15,1992,12
500_1000m,1993,1,0.16920850994340877,0.1,1994,1
500_1000m,1993,2,0.29024841219037256,0.06,1994,2
500_1000m,1993,3,-0.9080285082577203,0.11,1994,3
500_1000m,1993,4,-1.3089279920209675,0.26,1994,4
500_1000m,1993,5,-0.5394074376294059,0.31,1994,5
500_1000m,1993,10,0.07123454342323178,0.06,1993,10
500_1000m,1993,11,-0.06812030434556929,0.0,1993,11
500_1000m,1993,12,-0.519670246254512,0.16,1993,12
500_1000m,1994,1,-0.2798360632015076,1.02,1995,1
500_1000m,1994,2,-1.5936031319847808,0.73,1995,2
500_1000m,1994,3,-0.5527363378279408,0.46,1995,3
500_1000m,1994,4,0.07165953407694722,0.28,1995,4
500_1000m,1994,5,-0.0876306817398001,-0.11,1995,5
500_1000m,1994,10,0.24639205115764495,0.75,1994,10
500_1000m,1994,11,-0.2403983543440899,1.11,1994,11
500_1000m,1994,12,-1.205395427974657,1.25,1994,12
500_1000m,1995,1,0.9945626143295877,-0.86,1996,1
500_1000m,1995,2,0.5200388967249714,-0.86,1996,2
500_1000m,1995,3,0.23973851352744485,-0.61,1996,3
500_1000m,1995,4,0.5237761923708534,-0.47,1996,4
500_1000m,1995,5,1.6332888442126505,-0.38,1996,5
500_1000m,1995,10,-1.1607682756094964,-0.88,1995,10
500_1000m,1995,11,0.3957950949530122,-1.1,1995,11
500_1000m,1995,12,1.1505345515605525,-0.95,1995,12
500_1000m,1996,1,0.9998561240204831,-0.53,1997,1
500_1000m,1996,2,-0.07418469535078893,-0.37,1997,2
500_1000m,1996,3,0.33432545913457584,-0.25,1997,3
500_1000m,1996,4,-1.1366465946738504,0.16,1997,4
500_1000m,1996,5,0.8691482605780178,0.64,1997,5
500_1000m,1996,10,0.17442359665667012,-0.44,1996,10
500_1000m,1996,11,0.7426685152348694,-0.41,1996,11
500_1000m,1996,12,0.8716408764846814,-0.64,1996,12
500_1000m,1997,1,-0.3017847851966976,2.38,1998,1
500_1000m,1997,2,-1.7953545197683005,2.03,1998,2
500_1000m,1997,3,0.47499453893718346,1.34,1998,3
500_1000m,1997,4,-0.9858805815323939,0.78,1998,4
500_1000m,1997,5,-1.2124413171162798,0.57,1998,5
500_1000m,1997,10,-0.3596589824132777,2.36,1997,10
500_1000m,1997,11,-1.1180524360673505,2.41,1997,11
500_1000m,1997,12,-1.7787727457202696,2.29,1997,12
500_1000m,1998,1,0.26345142893856993,-1.69,1999,1
500_1000m,1998,2,-1.0114220906157763,-1.32,1999,2
500_1000m,1998,3,-1.2300859606469383,-0.95,1999,3
500_1000m,1998,4,-0.2260692690393537,-1.11,1999,4
500_1000m,1998,5,0.6983585001141884,-1.15,1999,5
500_1000m,1998,10,-0.8517380444649535,-1.46,1998,10
500_1000m,1998,11,-0.7843670516486033,-1.46,1998,11
500_1000m,1998,12,-1.059982022213202,-1.69,1998,12
500_1000m,1999,1,-0.3898575209015754,-1.77,2000,1
500_1000m,1999,2,0.35204262920822227,-1.55,2000,2
500_1000m,1999,3,-0.09442944978983903,-0.98,2000,3
500_1000m,1999,4,0.3414521160444446,-0.87,2000,4
500_1000m,1999,5,-0.5540008734346922,-0.86,2000,5
500_1000m,1999,10,0.8146446372753152,-1.23,1999,10
500_1000m,1999,11,-1.0301883527169953,-1.58,1999,11
500_1000m,1999,12,-2.1515714122818084,-1.74,1999,12
500_1000m,2000,1,-1.858571124383398,-0.73,2001,1
500_1000m,2000,2,-0.49069947097354477,-0.63,2001,2
500_1000m,2000,3,-1.2505823014093436,-0.48,2001,3
500_1000m,2000,4,-0.09551399867815306,-0.49,2001,4
500_1000m,2000,5,-1.3005650319327293,-0.34,2001,5
500_1000m,2000,10,-0.4329350035433118,-0.7,2000,10
500_1000m,2000,11,-0.46625323120245205,-0.79,2000,11
500_1000m,2000,12,-0.6497459231958185,-0.92,2000,12
500_1000m,2001,1,-1.1730247506793305,-0.15,2002,1
500_1000m,2001,2,-0.5968130991634855,-0.04,2002,2
500_1000m,2001,3,0.8452252261745203,0.01,2002,3
500_1000m,2001,4,0.4484680370282908,0.02,2002,4
500_1000m,2001,5,1.9532550182859552,0.31,2002,5
500_1000m,2001,10,-0.13641929174529316,-0.14,2001,10
500_1000m,2001,11,-0.22645845943092133,-0.37,2001,11
500_1000m,2001,12,-0.08821488776313315,-0.41,2001,12
500_1000m,2002,1,-0.8115431436078905,0.6,2003,1
500_1000m,2002,2,0.3028628545138816,0.64,2003,2
500_1000m,2002,3,0.4746092070067829,0.36,2003,3
500_1000m,2002,4,0.4798500141785624,-0.14,2003,4
500_1000m,2002,5,1.9260638927805815,-0.61,2003,5
500_1000m,2002,10,0.31638069412070724,1.25,2002,10
500_1000m,2002,11,-0.4560921713774597,1.47,2002,11
500_1000m,2002,12,-1.5698335055571737,1.37,2002,12
500_1000m,2003,1,-0.5356645593074069,0.27,2004,1
500_1000m,2003,2,0.5921009871701708,0.23,2004,2
500_1000m,2003,3,-0.26099507432510366,0.12,2004,3
500_1000m,2003,4,-0.8547945148668116,0.07,2004,4
500_1000m,2003,5,0.8889666024505618,0.06,2004,5
500_1000m,2003,10,0.9418949276827391,0.42,2003,10
500_1000m,2003,11,1.8945696379187391,0.33,2003,11
500_1000m,2003,12,-0.3486074430032682,0.43,2003,12
500_1000m,2004,1,0.03289326096173171,0.66,2005,1
500_1000m,2004,2,-1.3480536019141807,0.36,2005,2
500_1000m,2004,3,-0.7901925479193974,0.45,2005,3
500_1000m,2004,4,-0.9898518010244824,0.26,2005,4
500_1000m,2004,5,-0.011647441658611939,0.3,2005,5
500_1000m,2004,10,0.5380175761751506,0.73,2004,10
500_1000m,2004,11,-1.3062588380734343,0.66,2004,11
500_1000m,2004,12,-0.6374791295807617,0.74,2004,12
500_1000m,2005,1,-1.50389250655303,-0.91,2006,1
500_1000m,2005,2,-0.9856204222798391,-0.67,2006,2
500_1000m,2005,3,0.1316402083826945,-0.71,2006,3
500_1000m,2005,4,-2.1915247043274637,-0.32,2006,4
500_1000m,2005,5,-0.9383935205800085,-0.09,2006,5
500_1000m,2005,10,-1.5833773229745218,-0.06,2005,10
500_1000m,2005,11,-1.260080773714737,-0.59,2005,11
500_1000m,2005,12,-0.9408093026427883,-0.92,2005,12
500_1000m,2006,1,-1.335675046777682,0.7,2007,1
500_1000m,2006,2,-0.03388372616800011,0.13,2007,2
500_1000m,2006,3,-0.7415932031363085,-0.18,2007,3
500_1000m,2006,4,0.886462539840938,-0.32,2007,4
500_1000m,2006,5,0.6111201307432503,-0.47,2007,5
500_1000m,2006,10,0.06460686707065358,0.7,2006,10
500_1000m,2006,11,-0.049672853267404705,0.99,2006,11
500_1000m,2006,12,-0.655762029939803,1.14,2006,12
500_1000m,2007,1,-0.6449997099572513,-1.68,2008,1
500_1000m,2007,2,0.09029579090148407,-1.67,2008,2
500_1000m,2007,3,-1.1775237820128115,-1.21,2008,3
500_1000m,2007,4,1.015235458548407,-0.99,2008,4
500_1000m,2007,5,0.4414905242525842,-0.84,2008,5
500_1000m,2007,10,-1.4916389790265223,-1.39,2007,10
500_1000m,2007,11,-0.8558850610636349,-1.54,2007,11
500_1000m,2007,12,0.07118997632082942,-1.58,2007,12
500_1000m,2008,1,0.8572639290656117,-0.89,2009,1
500_1000m,2008,2,0.47893903181676883,-0.79,2009,2
500_1000m,2008,3,0.5063696999177688,-0.69,2009,3
500_1000m,2008,4,-0.06972754362592594,-0.35,2009,4
500_1000m,2008,5,0.24837319743106062,0.06,2009,5
500_1000m,2008,10,-1.4718401588791357,-0.35,2008,10
500_1000m,2008,11,-1.1961193596385995,-0.46,2008,11
500_1000m,2008,12,0.7632310850742847,-0.86,2008,12
500_1000m,2009,1,0.03603173915918213,1.52,2010,1
500_1000m,2009,2,0.06935038507642531,1.25,2010,2
500_1000m,2009,3,-1.6456634416383522,0.9,2010,3
500_1000m,2009,4,0.33270675935800764,0.38,2010,4
500_1000m,2009,5,1.2943143622833022,-0.22,2010,5
500_1000m,2009,10,0.835964651262511,0.89,2009,10
500_1000m,2009,11,-1.487189086916233,1.46,2009,11
500_1000m,2009,12,0.5543407131883203,1.74,2009,12
500_1000m,2010,1,1.0666381958408497,-1.54,2011,1
500_1000m,2010,2,1.2935261323695897,-1.11,2011,2
500_1000m,2010,3,1.1193447019168625,-0.93,2011,3
500_1000m,2010,4,1.372044688089632,-0.77,2011,4
500_1000m,2010,5,-0.8071949485073243,-0.52,2011,5
500_1000m,2010,10,-0.7990432412440407,-1.69,2010,10
500_1000m,2010,11,0.8784107365738202,-1.64,2010,11
500_1000m,2010,12,1.0689839374694128,-1.6,2010,12
500_1000m,2011,1,-1.20283713751406,-0.87,2012,1
500_1000m,2011,2,-0.9962905975590123,-0.67,2012,2
500_1000m,2011,3,-0.49551118607796923,-0.61,2012,3
500_1000m,2011,4,-1.1836660942818653,-0.5,2012,4
500_1000m,2011,5,-0.27259646312817226,-0.32,2012,5
500_1000m,2011,10,-2.213520174807859,-1.05,2011,10
500_1000m,2011,11,-0.7735667688435586,-1.19,2011,11
500_1000m,2011,12,0.248284048085787,-1.06,2011,12
500_1000m,2012,1,0.1639228600401224,-0.53,2013,1
500_1000m,2012,2,-0.7549042007307387,-0.52,2013,2
500_1000m,2012,3,-0.07798866463196788,-0.25,2013,3
500_1000m,2012,4,0.575021859983372,-0.25,2013,4
500_1000m,2012,5,-0.30326923806845363,-0.4,2013,5
500_1000m,2012,10,1.8231698922580466,0.26,2012,10
500_1000m,2012,11,0.7866597112452768,0.16,2012,11
500_1000m,2012,12,0.4284825819619361,-0.25,2012,12
500_1000m,2013,1,1.245279738695355,-0.49,2014,1
500_1000m,2013,2,0.9326409976787936,-0.62,2014,2
500_1000m,2013,3,0.6338874564360195,-0.28,2014,3
500_1000m,2013,4,0.20742376636474041,0.08,2014,4
500_1000m,2013,5,0.9654542922183036,0.32,2014,5
500_1000m,2013,10,0.388315663491462,-0.2,2013,10
500_1000m,2013,11,0.7376206285231272,-0.14,2013,11
500_1000m,2013,12,1.5532098357208945,-0.17,2013,12
500_1000m,2014,1,0.041467690787257934,0.51,2015,1
500_1000m,2014,2,-0.39800055984625565,0.42,2015,2
500_1000m,2014,3,-1.3105766508868641,0.47,2015,3
500_1000m,2014,4,-0.7766834491283853,0.7,2015,4
500_1000m,2014,5,-0.5175942198408692,0.92,2015,5
500_1000m,2014,10,-0.8663887319969249,0.44,2014,10
500_1000m,2014,11,0.7393353864096922,0.75,2014,11
500_1000m,2014,12,0.1741415629916609,0.71,2014,12
500_1000m,2015,1,0.1208832008958697,2.57,2016,1
500_1000m,2015,2,-1.8118447621404152,2.26,2016,2
500_1000m,2015,3,-2.188717335417462,1.62,2016,3
500_1000m,2015,4,-1.1821562386234932,0.91,2016,4
500_1000m,2015,5,-0.2539778100883149,0.3,2016,5
500_1000m,2015,10,-1.1683568787814256,2.36,2015,10
500_1000m,2015,11,-0.3707053452580091,2.72,2015,11
500_1000m,2015,12,-0.4789889908769847,2.66,2015,12
500_1000m,2016,1,-0.13060779198098618,-0.43,2017,1
500_1000m,2016,2,-0.07836559295086629,-0.08,2017,2
500_1000m,2016,3,-0.27219121951175607,0.03,2017,3
500_1000m,2016,4,-0.8083282192532921,0.22,2017,4
500_1000m,2016,5,-1.2342013159748055,0.37,2017,5
500_1000m,2016,10,0.36677471823657043,-0.74,2016,10
500_1000m,2016,11,-1.78717245528353,-0.76,2016,11
500_1000m,2016,12,-0.49401779537015494,-0.5,2016,12
500_1000m,2017,1,0.32979766071920097,-0.98,2018,1
500_1000m,2017,2,0.7302066229050795,-0.78,2018,2
500_1000m,2017,3,1.0259425790099288,-0.8,2018,3
500_1000m,2017,4,1.2395985637915008,-0.51,2018,4
500_1000m,2017,5,-1.143954840950691,-0.2,2018,5
500_1000m,2017,10,0.7478099280133103,-0.56,2017,10
500_1000m,2017,11,0.9007184999332217,-0.97,2017,11
500_1000m,2017,12,-0.23712253397861224,-0.98,2017,12
500_1000m,2018,1,-1.1588170239822233,0.65,2019,1
500_1000m,2018,2,-0.08131995614216903,0.71,2019,2
500_1000m,2018,3,0.14874974615967493,0.81,2019,3
500_1000m,2018,4,-0.15866788863447398,0.62,2019,4
500_1000m,2018,5,0.5470637220257826,0.55,2019,5
500_1000m,2018,10,1.193872047998655,0.9,2018,10
500_1000m,2018,11,-0.19353844819855004,0.9,2018,11
500_1000m,2018,12,-0.8049770136929355,0.89,2018,12
500_1000m,2019,1,0.053791315687706266,0.6,2020,1
500_1000m,2019,2,0.21552638289754267,0.37,2020,2
500_1000m,2019,3,-0.1430833545408924,0.48,2020,3
500_1000m,2019,4,0.19355111586188006,0.36,2020,4
500_1000m,2019,5,-1.0301808027930985,-0.27,2020,5
500_1000m,2019,10,1.312251274998809,0.48,2019,10
500_1000m,2019,11,0.2649621556774538,0.52,2019,11
500_1000m,2019,12,0.46025497587897235,0.52,2019,12
500_1000m,2020,1,-0.20483135376523368,-1.0,2021,1
500_1000m,2020,2,-0.14599189632431,-1.0,2021,2
500_1000m,2020,3,-1.317074084963002,-0.8,2021,3
500_1000m,2020,4,-0.9011379703133342,-0.72,2021,4
500_1000m,2020,5,0.45754956839840355,-0.46,2021,5
500_1000m,2020,10,0.8405737607985061,-1.26,2020,10
500_1000m,2020,11,0.7047175926670611,-1.42,2020,11
500_1000m,2020,12,0.20239271189368974,-1.15,2020,12
500_1000m,2021,1,-1.417574856484894,-0.94,2022,1
500_1000m,2021,2,-0.8774879121002509,-0.89,2022,2
500_1000m,2021,3,-0.1838847065521972,-0.97,2022,3
500_1000m,2021,4,-0.5439809829740944,-1.11,2022,4
500_1000m,2021,5,0.19361484271115248,-1.11,2022,5
500_1000m,2021,10,-0.8217147557934481,-0.94,2021,10
500_1000m,2021,11,-1.9427408647197808,-0.94,2021,11
500_1000m,2021,12,-0.8495318491604779,-1.06,2021,12
500_1000m,2022,1,-0.6724591266401171,-0.72,2023,1
500_1000m,2022,2,-0.8121526065344763,-0.46,2023,2
500_1000m,2022,3,-0.1675810205126127,-0.11,2023,3
500_1000m,2022,4,-0.2762486455991323,0.14,2023,4
500_1000m,2022,5,-1.2039537936241826,0.46,2023,5
500_1000m,2022,10,-0.22235471828715328,-0.99,2022,10
500_1000m,2022,11,1.3248758743879019,-0.9,2022,11
500_1000m,2022,12,0.29206124895000946,-0.85,2022,12
500_1000m,2023,1,-0.3831664785965399,1.81,2024,1
500_1000m,2023,2,-0.38171223146183386,1.52,2024,2
500_1000m,2023,3,0.21714650264668642,1.13,2024,3
500_1000m,2023,4,0.25666900979581525,0.77,2024,4
500_1000m,2023,5,0.5252460915436272,0.23,2024,5
500_1000m,2023,10,1.0454542469387504,1.72,2023,10
500_1000m,2023,11,-1.0056473220723394,2.02,2023,11
500_1000m,2023,12,-1.212188708026836,2.03,2023,12
500_1000m,2024,10,-0.46079471213389783,-0.27,2024,10
500_1000m,2024,11,-0.015275533216040946,-0.25,2024,11
500_1000m,2024,12,0.23734660711492847,-0.6,2024,12
